storeid,completestorename,city,pct_negative,pct_neutral,pct_positive,review_count,top_complaint_aspect,top_praise_aspect
mmie,THE BURGER'S LAB,Gujranwala,64.86486486486487,8.108108108108109,27.027027027027028,37,taste,taste
tbnq,Food Cloud,Karachi,37.83783783783784,2.7027027027027026,59.45945945945946,37,taste,quantity
heho,Quetta Karwan Flora,Abbottabad,54.054054054054056,10.81081081081081,35.13513513513514,37,taste,taste
dyt6,Mummy's Kitchen,Karachi,27.027027027027028,2.7027027027027026,70.27027027027027,37,taste,taste
w2bk,Hilltop Bar BQ & Restaurant,Sukkur,48.64864864864865,2.7027027027027026,48.64864864864865,37,quantity,taste
oljy,Baba Kulfi,Lahore,62.16216216216216,8.108108108108109,29.72972972972973,37,taste,taste
w1hn,Mehran Ice Cream- Sare Rah Chowk,Sukkur,24.324324324324326,18.91891891891892,56.75675675675676,37,price,taste
h4ni,Desi Masala,Lahore,56.75675675675676,21.62162162162162,21.62162162162162,37,taste,taste
qty1,Shahi Murgh Chanay & Haleem (Homechef),Lahore,67.56756756756756,8.108108108108109,24.324324324324326,37,taste,taste
uj28,Gulam e Zahra Kitchen,Lahore,27.027027027027028,2.7027027027027026,70.27027027027027,37,taste,taste
kp5a,Family Kitchen,Sahiwal,16.216216216216218,2.7027027027027026,81.08108108108108,37,taste,taste
zq51,The Paratha House,Lahore,29.72972972972973,5.405405405405405,64.86486486486487,37,taste,taste
a7kz,Zahra Fatima Tasty Food,Rawalpindi,35.13513513513514,5.405405405405405,59.45945945945946,37,taste,taste
zxo1,Tasty Trendsetters,Karachi,37.83783783783784,0.0,62.16216216216216,37,quantity,taste
zw7z,Crust Factory,Hyderabad,16.216216216216218,8.108108108108109,75.67567567567568,37,taste,taste
trk5,Chatkhara Chaat,Wah Cantt,37.83783783783784,5.405405405405405,56.75675675675676,37,taste,taste
neov,Fire & Spice,Karachi,51.35135135135135,5.405405405405405,43.24324324324324,37,taste,taste
tpfe,Home Cooked,Sahiwal,40.54054054054054,5.405405405405405,54.054054054054056,37,taste,taste
lqxd,Benediction,Lahore,59.45945945945946,10.81081081081081,29.72972972972973,37,price,taste
r002,Glazed Glory,Faisalabad,62.16216216216216,10.81081081081081,27.027027027027028,37,taste,taste
nef0,Hungry Bunny,Rawalpindi,32.432432432432435,2.7027027027027026,64.86486486486487,37,taste,taste
zw0m,Bismillah Rizwan Kitchen,Karachi,27.027027027027028,13.513513513513514,59.45945945945946,37,taste,taste
t2qj,Ejaz Tikka,Multan,21.62162162162162,13.513513513513514,64.86486486486487,37,taste,taste
t7um,Peshawari Ice Cream - Phase 2,Karachi,18.91891891891892,8.108108108108109,72.97297297297297,37,quantity,taste
hj4u,Quetta wal Chai Shai,Lahore,43.24324324324324,21.62162162162162,35.13513513513514,37,taste,taste
vll3,Tasty Tarka Chef,Sialkot,40.54054054054054,2.7027027027027026,56.75675675675676,37,quantity,taste
ms3y,Tasty food,Lahore,45.94594594594595,16.216216216216218,37.83783783783784,37,taste,quantity
wnyb,Desi Dastarkhuwan,Lahore,64.86486486486487,5.405405405405405,29.72972972972973,37,quantity,taste
t18k,Victorian BBQ Grills - cantt,Lahore,59.45945945945946,18.91891891891892,21.62162162162162,37,taste,taste
hoaw,SHAKHAN KITCHEN,Wah Cantt,37.83783783783784,8.108108108108109,54.054054054054056,37,taste,taste
ely7,Jashan - BTK,Karachi,59.45945945945946,13.513513513513514,27.027027027027028,37,taste,taste
erb0,"Chill Out Burger""s",Lahore,51.35135135135135,8.108108108108109,40.54054054054054,37,taste,taste
vegf,Sajji Rice Fries,Islamabad,32.432432432432435,2.7027027027027026,64.86486486486487,37,taste,taste
mcuq,Robiya's Kitchen,Faisalabad,27.027027027027028,5.405405405405405,67.56756756756756,37,taste,taste
eijj,Nalli Pur Biryani & Pulao - Lakshami Chowk,Lahore,56.75675675675676,10.81081081081081,32.432432432432435,37,quantity,taste
wvl4,Karachi Pizza & Fast Food,Karachi,35.13513513513514,10.81081081081081,54.054054054054056,37,taste,taste
i6ys,Hot & Fresh,Lahore,21.62162162162162,2.7027027027027026,75.67567567567568,37,price,taste
ovq9,Elma's Food,Karachi,18.91891891891892,0.0,81.08108108108108,37,taste,taste
i6gn,Demi Baba Food Point,Gujranwala,59.45945945945946,10.81081081081081,29.72972972972973,37,taste,taste
ekko,Madina Sweets,Lahore,35.13513513513514,10.81081081081081,54.054054054054056,37,taste,taste
su7j,"Mian Shaukat Nihari House & Khameeri ,Sada Roti Ka Markaz",Multan,21.62162162162162,13.513513513513514,64.86486486486487,37,hygiene,delivery_rider
pzfx,Makhni,Wah Cantt,16.216216216216218,2.7027027027027026,81.08108108108108,37,taste,taste
l9dw,The Hungry Haven,Karachi,64.86486486486487,10.81081081081081,24.324324324324326,37,quantity,taste
c827,Bun N Bones,Islamabad,48.64864864864865,2.7027027027027026,48.64864864864865,37,taste,taste
x8x5,Lassi Lab,Lahore,40.54054054054054,2.7027027027027026,56.75675675675676,37,taste,taste
x3yr,"Lasani Shawarma, Burger and Sandwich",Lahore,67.56756756756756,24.324324324324326,8.108108108108109,37,taste,taste
idtk,Big Bite Burger BBQ & Shawarma,Faisalabad,67.56756756756756,8.108108108108109,24.324324324324326,37,taste,delivery_rider
cbdh,Yum Bowl - Al Kabir Town,Lahore,56.75675675675676,10.81081081081081,32.432432432432435,37,taste,taste
c1g5,Kings & Queen,Sahiwal,51.35135135135135,5.405405405405405,43.24324324324324,37,taste,taste
